538;11.63;37.63;5.00
539;11.67;37.50;5.00
540;11.69;37.28;5.00
541;11.69;36.98;5.00
542;11.68;36.56;5.00
543;11.67;35.99;5.00
544;11.67;35.24;5.00
545;11.68;34.36;5.00
546;11.72;33.47;5.00
547;11.77;32.69;5.00
548;11.85;32.15;5.00
549;11.93;31.90;5.00
550;12.02;31.92;5.00
551;12.09;32.09;5.00
552;12.14;32.25;5.00
553;12.16;32.25;5.00
554;12.13;32.00;5.00
555;12.07;31.51;5.00
556;11.97;30.90;5.00
557;11.83;30.36;5.00
558;11.68;30.09;5.00
559;11.51;30.24;5.00
560;11.35;30.85;5.00
561;11.19;31.85;5.00
562;11.05;33.07;5.00
563;10.91;34.29;5.00
564;10.79;35.31;5.00
565;10.67;36.00;5.00
566;10.55;36.33;5.00
567;10.41;36.35;5.00
568;10.25;36.17;5.00
569;10.07;35.89;5.00
570;9.85;35.57;5.00
571;9.61;35.24;5.00
572;9.35;34.88;5.00
573;9.08;34.45;5.00
574;8.81;33.95;5.00
575;8.54;33.42;5.00
576;8.28;32.97;5.00
577;8.04;32.72;5.00
578;7.81;32.77;5.00
579;7.60;33.15;5.00
580;7.40;33.82;5.00
581;7.19;34.64;5.00
582;6.98;35.41;5.00
583;6.77;35.96;5.00
584;6.54;36.17;5.00
585;6.31;36.03;5.00
586;6.09;35.66;5.00
587;5.88;35.22;5.00
588;5.69;34.92;5.00
589;5.55;34.92;5.00
590;5.45;35.27;5.00
591;5.41;35.91;5.00
592;5.44;36.69;5.00
593;5.52;37.42;5.00
594;5.65;37.94;5.00
595;5.82;38.14;5.00
596;6.02;38.01;5.00
597;6.23;37.63;5.00
598;6.44;37.12;5.00
599;6.63;36.60;5.00
600;6.80;36.14;5.00
601;6.95;35.76;5.00
602;7.08;35.42;5.00
603;7.18;35.09;5.00
604;7.28;34.74;5.00
605;7.36;34.39;5.00
606;7.44;34.10;5.00
607;7.52;33.98;5.00
608;7.60;34.10;5.00
609;7.67;34.47;5.00
610;7.73;35.02;5.00
611;7.76;35.60;5.00
612;7.77;36.00;5.00
613;7.74;36.04;5.00
614;7.68;35.62;5.00
615;7.58;34.75;5.00
616;7.46;33.55;5.00
617;7.32;32.23;5.00
618;7.18;31.02;5.00
619;7.04;30.11;5.00
620;6.91;29.60;5.00
621;6.80;29.45;5.00
622;6.72;29.55;5.00
623;6.66;29.74;5.00
624;6.61;29.87;5.00
625;6.57;29.85;5.00
626;6.53;29.67;5.00
627;6.48;29.42;5.00
628;6.40;29.19;5.00
629;6.29;29.09;5.00
630;6.16;29.18;5.00
631;6.00;29.43;5.00
632;5.83;29.78;5.00
633;5.65;30.16;5.00
634;5.47;30.50;5.00
635;5.31;30.81;5.00
636;5.18;31.11;5.00
637;5.08;31.49;5.00
638;5.01;32.00;5.00
639;4.97;32.65;5.00
640;4.95;33.36;5.00
641;4.95;33.98;5.00
642;4.96;34.33;5.00
643;4.97;34.24;5.00
644;4.98;33.62;5.00
645;4.98;32.51;5.00
646;4.98;31.05;5.00
647;4.98;29.47;5.00
648;4.99;28.03;5.00
649;5.01;26.92;5.00
650;5.06;26.25;5.00
651;5.14;26.01;5.00
652;5.25;26.08;5.00
653;5.39;26.28;5.00
654;5.55;26.47;5.00
655;5.72;26.54;5.00
656;5.90;26.47;5.00
657;6.08;26.31;5.00
658;6.25;26.17;5.00
659;6.40;26.13;5.00
660;6.54;26.22;5.00
661;6.67;26.42;5.00
662;6.80;26.67;5.00
663;6.94;26.88;5.00
664;7.09;27.01;5.00
665;7.27;27.06;5.00
666;7.47;27.09;5.00
667;7.71;27.18;5.00
668;7.98;27.44;5.00
669;8.27;27.87;5.00
670;8.56;28.44;5.00
671;8.85;29.00;5.00
672;9.12;29.39;5.00
673;9.36;29.46;5.00
674;9.55;29.13;5.00
675;9.70;28.42;5.00
676;9.80;27.49;5.00
677;9.85;26.53;5.00
678;9.87;25.79;5.00
679;9.87;25.44;5.00
680;9.84;25.56;5.00
681;9.81;26.10;5.00
682;9.77;26.92;5.00
683;9.73;27.80;5.00
684;9.69;28.57;5.00
685;9.64;29.10;5.00
686;9.58;29.35;5.00
687;9.50;29.38;5.00
688;9.41;29.26;5.00
689;9.31;29.09;5.00
690;9.19;28.93;5.00
691;9.06;28.75;5.00
692;8.94;28.53;5.00
693;8.83;28.22;5.00
694;8.74;27.78;5.00
695;8.69;27.26;5.00
696;8.68;26.75;5.00
697;8.71;26.36;5.00
698;8.77;26.21;5.00
699;8.87;26.33;5.00
700;8.98;26.69;5.00
701;9.09;27.15;5.00
702;9.20;27.54;5.00
703;9.28;27.69;5.00
704;9.34;27.52;5.00
705;9.36;27.01;5.00
706;9.36;26.29;5.00
707;9.33;25.55;5.00
708;9.29;24.98;5.00
709;9.24;24.74;5.00
710;9.20;24.87;5.00
711;9.17;25.31;5.00
712;9.15;25.90;5.00
713;9.16;26.44;5.00
714;9.17;26.74;5.00
715;9.20;26.69;5.00
716;9.22;26.26;5.00
